section_id,course_id,content_name,content_file
2,CHEM4901,Assumptions to be made in regards to Topic 2,Assumptions to be made in regards to Topic 2.docx
2,CHEM4901,Methodology for undertaking Topic 2,Methodology for undertaking Topic 2.jpg
2,CHEM4901,Introduction to Topic 2,Introduction to Topic 2.mp3
2,CHEM4901,Literature Review from Topic 2,Literature Review from Topic 2.ppt
2,CHEM4901,Limitations on Topic 2,Limitations on Topic 2.pdf
2,CHEM4901,Scope of Topic 2,Scope of Topic 2.xml
3,CHEM4901,Results from Topic 3,Results from Topic 3.docx
3,CHEM4901,Background Information on Topic 3,Background Information on Topic 3.csv
3,CHEM4901,Research Questions to assist onTopic 3,Research Questions to assist onTopic 3.json
3,CHEM4901,Overview on Topic 3,Overview on Topic 3.svg
3,CHEM4901,References for Topic 3,References for Topic 3.mov
3,CHEM4901,Overview on Topic 3,Overview on Topic 3.flac
4,CHEM4901,Overview on Topic 4,Overview on Topic 4.mp4
4,CHEM4901,Data Collection based on Topic 4,Data Collection based on Topic 4.xls
4,CHEM4901,Research Questions to assist onTopic 4,Research Questions to assist onTopic 4.doc
4,CHEM4901,Objectives for Topic 4,Objectives for Topic 4.wav
4,CHEM4901,Limitations on Topic 4,Limitations on Topic 4.xml
4,CHEM4901,Objectives for Topic 4,Objectives for Topic 4.xls
5,CHEM4901,Assumptions to be made in regards to Topic 5,Assumptions to be made in regards to Topic 5.pptx
5,CHEM4901,Research Questions to assist onTopic 5,Research Questions to assist onTopic 5.xml
5,CHEM4901,References on Topic 5,References on Topic 5.wav
5,CHEM4901,Objectives for Topic 5,Objectives for Topic 5.xls
5,CHEM4901,Introduction to Topic 5,Introduction to Topic 5.wav
5,CHEM4901,Background Information on Topic 5,Background Information on Topic 5.doc
6,CHEM4901,Future Directions to Topic 6,Future Directions to Topic 6.ppt
6,CHEM4901,Objectives for Topic 6,Objectives for Topic 6.pdf
6,CHEM4901,References for Topic 6,References for Topic 6.mov
6,CHEM4901,Overview on Topic 6,Overview on Topic 6.docx
6,CHEM4901,Scope of Topic 6,Scope of Topic 6.xls
6,CHEM4901,Methodology for undertaking Topic 6,Methodology for undertaking Topic 6.csv
7,CHEM4901,Conclusion on Topic 7,Conclusion on Topic 7.html
7,CHEM4901,References for Topic 7,References for Topic 7.mp3
7,CHEM4901,Literature Review from Topic 7,Literature Review from Topic 7.doc
7,CHEM4901,Findings about Topic 7,Findings about Topic 7.mov
7,CHEM4901,Introduction to Topic 7,Introduction to Topic 7.pptx
7,CHEM4901,Methodology for undertaking Topic 7,Methodology for undertaking Topic 7.svg
1,CHEM5001,Introduction to Topic 1,Introduction to Topic 1.mov
1,CHEM5001,Overview on Topic 1,Overview on Topic 1.ppt
1,CHEM5001,References on Topic 1,References on Topic 1.mp3
2,CHEM5001,References for Topic 2,References for Topic 2.html
2,CHEM5001,Data Collection based on Topic 2,Data Collection based on Topic 2.ppt
2,CHEM5001,Literature Review from Topic 2,Literature Review from Topic 2.ppt
3,CHEM5001,Data Collection based on Topic 3,Data Collection based on Topic 3.jpg
3,CHEM5001,Future Directions to Topic 3,Future Directions to Topic 3.docx
3,CHEM5001,Limitations on Topic 3,Limitations on Topic 3.wav
4,CHEM5001,References for Topic 4,References for Topic 4.ppt
4,CHEM5001,Overview on Topic 4,Overview on Topic 4.flac
4,CHEM5001,Scope of Topic 4,Scope of Topic 4.doc
5,CHEM5001,Limitations on Topic 5,Limitations on Topic 5.mov
5,CHEM5001,Data Analysis in the findings of Topic 5,Data Analysis in the findings of Topic 5.json
5,CHEM5001,Findings about Topic 5,Findings about Topic 5.html
6,CHEM5001,Introduction to Topic 6,Introduction to Topic 6.csv
6,CHEM5001,Literature Review from Topic 6,Literature Review from Topic 6.csv
6,CHEM5001,Future Directions to Topic 6,Future Directions to Topic 6.pptx
7,CHEM5001,Recommendations to Topic 7,Recommendations to Topic 7.flac
7,CHEM5001,Recommendations to Topic 7,Recommendations to Topic 7.pptx
7,CHEM5001,Future Directions to Topic 7,Future Directions to Topic 7.mp4
1,CHEM5101,Results from Topic 1,Results from Topic 1.mp3
1,CHEM5101,Background Information on Topic 1,Background Information on Topic 1.html
1,CHEM5101,Experimental Setup for Topic 1,Experimental Setup for Topic 1.mp3
1,CHEM5101,Research Questions to assist onTopic 1,Research Questions to assist onTopic 1.flac
2,CHEM5101,Literature Review from Topic 2,Literature Review from Topic 2.docx
2,CHEM5101,Limitations on Topic 2,Limitations on Topic 2.docx
2,CHEM5101,Future Directions to Topic 2,Future Directions to Topic 2.pdf
2,CHEM5101,Recommendations to Topic 2,Recommendations to Topic 2.mp3
3,CHEM5101,Data Analysis in the findings of Topic 3,Data Analysis in the findings of Topic 3.xml
3,CHEM5101,References on Topic 3,References on Topic 3.html
3,CHEM5101,Introduction to Topic 3,Introduction to Topic 3.html
3,CHEM5101,Assumptions to be made in regards to Topic 3,Assumptions to be made in regards to Topic 3.ppt
4,CHEM5101,Limitations on Topic 4,Limitations on Topic 4.json
4,CHEM5101,Future Directions to Topic 4,Future Directions to Topic 4.xls
4,CHEM5101,Experimental Setup for Topic 4,Experimental Setup for Topic 4.pdf
4,CHEM5101,Future Directions to Topic 4,Future Directions to Topic 4.flac
5,CHEM5101,Conclusion on Topic 5,Conclusion on Topic 5.wav
5,CHEM5101,References on Topic 5,References on Topic 5.xls
5,CHEM5101,Overview on Topic 5,Overview on Topic 5.html
5,CHEM5101,Future Directions to Topic 5,Future Directions to Topic 5.csv
6,CHEM5101,Experimental Setup for Topic 6,Experimental Setup for Topic 6.json
6,CHEM5101,Experimental Setup for Topic 6,Experimental Setup for Topic 6.mp3
6,CHEM5101,Future Directions to Topic 6,Future Directions to Topic 6.pdf
6,CHEM5101,Assumptions to be made in regards to Topic 6,Assumptions to be made in regards to Topic 6.xml
7,CHEM5101,Recommendations to Topic 7,Recommendations to Topic 7.xls
7,CHEM5101,References on Topic 7,References on Topic 7.pdf
7,CHEM5101,Limitations on Topic 7,Limitations on Topic 7.doc
7,CHEM5101,Background Information on Topic 7,Background Information on Topic 7.mov
1,CHEM5201,Objectives for Topic 1,Objectives for Topic 1.doc
1,CHEM5201,Future Directions to Topic 1,Future Directions to Topic 1.mp3
2,CHEM5201,Data Collection based on Topic 2,Data Collection based on Topic 2.pdf
2,CHEM5201,Experimental Setup for Topic 2,Experimental Setup for Topic 2.pptx
3,CHEM5201,Experimental Setup for Topic 3,Experimental Setup for Topic 3.ppt
3,CHEM5201,Objectives for Topic 3,Objectives for Topic 3.xml
4,CHEM5201,Methodology for undertaking Topic 4,Methodology for undertaking Topic 4.mp3
4,CHEM5201,Data Analysis in the findings of Topic 4,Data Analysis in the findings of Topic 4.ppt
5,CHEM5201,References on Topic 5,References on Topic 5.json
5,CHEM5201,Conclusion on Topic 5,Conclusion on Topic 5.xls
6,CHEM5201,References for Topic 6,References for Topic 6.mp4
6,CHEM5201,Recommendations to Topic 6,Recommendations to Topic 6.json
7,CHEM5201,Scope of Topic 7,Scope of Topic 7.pdf
7,CHEM5201,Results from Topic 7,Results from Topic 7.txt
1,CHEM5301,Data Collection based on Topic 1,Data Collection based on Topic 1.ppt
1,CHEM5301,Background Information on Topic 1,Background Information on Topic 1.pptx
1,CHEM5301,Data Collection based on Topic 1,Data Collection based on Topic 1.mov
1,CHEM5301,Data Analysis in the findings of Topic 1,Data Analysis in the findings of Topic 1.docx
1,CHEM5301,Overview on Topic 1,Overview on Topic 1.ppt
1,CHEM5301,References for Topic 1,References for Topic 1.mp3
2,CHEM5301,Conclusion on Topic 2,Conclusion on Topic 2.xml
2,CHEM5301,Literature Review from Topic 2,Literature Review from Topic 2.docx
2,CHEM5301,Objectives for Topic 2,Objectives for Topic 2.pdf
2,CHEM5301,References on Topic 2,References on Topic 2.wav
2,CHEM5301,Limitations on Topic 2,Limitations on Topic 2.docx
2,CHEM5301,References on Topic 2,References on Topic 2.docx
3,CHEM5301,Literature Review from Topic 3,Literature Review from Topic 3.pptx
3,CHEM5301,Research Questions to assist onTopic 3,Research Questions to assist onTopic 3.doc
3,CHEM5301,Introduction to Topic 3,Introduction to Topic 3.csv
3,CHEM5301,References on Topic 3,References on Topic 3.html
3,CHEM5301,Experimental Setup for Topic 3,Experimental Setup for Topic 3.mov
3,CHEM5301,Background Information on Topic 3,Background Information on Topic 3.xls
4,CHEM5301,Findings about Topic 4,Findings about Topic 4.ppt
4,CHEM5301,Limitations on Topic 4,Limitations on Topic 4.svg
4,CHEM5301,Findings about Topic 4,Findings about Topic 4.pdf
4,CHEM5301,Conclusion on Topic 4,Conclusion on Topic 4.flac
4,CHEM5301,Literature Review from Topic 4,Literature Review from Topic 4.mov
4,CHEM5301,Literature Review from Topic 4,Literature Review from Topic 4.docx
5,CHEM5301,Limitations on Topic 5,Limitations on Topic 5.doc
5,CHEM5301,Research Questions to assist onTopic 5,Research Questions to assist onTopic 5.pdf
5,CHEM5301,References on Topic 5,References on Topic 5.mp4
5,CHEM5301,Research Questions to assist onTopic 5,Research Questions to assist onTopic 5.json
5,CHEM5301,References on Topic 5,References on Topic 5.doc
5,CHEM5301,Recommendations to Topic 5,Recommendations to Topic 5.flac
1,CHEM5401,Results from Topic 1,Results from Topic 1.flac
1,CHEM5401,Experimental Setup for Topic 1,Experimental Setup for Topic 1.txt
1,CHEM5401,Objectives for Topic 1,Objectives for Topic 1.txt
1,CHEM5401,Recommendations to Topic 1,Recommendations to Topic 1.html
1,CHEM5401,Findings about Topic 1,Findings about Topic 1.jpg
2,CHEM5401,Assumptions to be made in regards to Topic 2,Assumptions to be made in regards to Topic 2.pptx
2,CHEM5401,Data Collection based on Topic 2,Data Collection based on Topic 2.flac
2,CHEM5401,Objectives for Topic 2,Objectives for Topic 2.jpg
2,CHEM5401,Results from Topic 2,Results from Topic 2.flac
2,CHEM5401,Experimental Setup for Topic 2,Experimental Setup for Topic 2.xls
3,CHEM5401,Introduction to Topic 3,Introduction to Topic 3.jpg
3,CHEM5401,Introduction to Topic 3,Introduction to Topic 3.pdf
3,CHEM5401,References for Topic 3,References for Topic 3.flac
3,CHEM5401,Results from Topic 3,Results from Topic 3.xls
3,CHEM5401,Results from Topic 3,Results from Topic 3.csv
4,CHEM5401,Methodology for undertaking Topic 4,Methodology for undertaking Topic 4.json
4,CHEM5401,Background Information on Topic 4,Background Information on Topic 4.docx
4,CHEM5401,Findings about Topic 4,Findings about Topic 4.jpg
4,CHEM5401,Literature Review from Topic 4,Literature Review from Topic 4.xml
4,CHEM5401,References on Topic 4,References on Topic 4.txt
5,CHEM5401,Future Directions to Topic 5,Future Directions to Topic 5.mp3
5,CHEM5401,Results from Topic 5,Results from Topic 5.pptx
5,CHEM5401,References for Topic 5,References for Topic 5.csv
5,CHEM5401,Background Information on Topic 5,Background Information on Topic 5.pdf
5,CHEM5401,Assumptions to be made in regards to Topic 5,Assumptions to be made in regards to Topic 5.flac
6,CHEM5401,Data Analysis in the findings of Topic 6,Data Analysis in the findings of Topic 6.flac
6,CHEM5401,Overview on Topic 6,Overview on Topic 6.flac
6,CHEM5401,Limitations on Topic 6,Limitations on Topic 6.pptx
6,CHEM5401,Objectives for Topic 6,Objectives for Topic 6.mov
6,CHEM5401,References on Topic 6,References on Topic 6.xml
1,CHEM5601,Future Directions to Topic 1,Future Directions to Topic 1.txt
1,CHEM5601,Findings about Topic 1,Findings about Topic 1.docx
2,CHEM5601,Background Information on Topic 2,Background Information on Topic 2.jpg
2,CHEM5601,References for Topic 2,References for Topic 2.html
3,CHEM5601,Limitations on Topic 3,Limitations on Topic 3.flac
3,CHEM5601,Findings about Topic 3,Findings about Topic 3.flac
4,CHEM5601,Objectives for Topic 4,Objectives for Topic 4.mp4
4,CHEM5601,Conclusion on Topic 4,Conclusion on Topic 4.pptx
5,CHEM5601,Objectives for Topic 5,Objectives for Topic 5.doc
5,CHEM5601,Findings about Topic 5,Findings about Topic 5.pptx
6,CHEM5601,Results from Topic 6,Results from Topic 6.pdf
6,CHEM5601,Overview on Topic 6,Overview on Topic 6.wav
7,CHEM5601,Scope of Topic 7,Scope of Topic 7.csv
7,CHEM5601,Results from Topic 7,Results from Topic 7.txt
8,CHEM5601,Limitations on Topic 8,Limitations on Topic 8.ppt
8,CHEM5601,Research Questions to assist onTopic 8,Research Questions to assist onTopic 8.wav
1,CHEM5701,Data Collection based on Topic 1,Data Collection based on Topic 1.mov
1,CHEM5701,References for Topic 1,References for Topic 1.txt
1,CHEM5701,Recommendations to Topic 1,Recommendations to Topic 1.svg
1,CHEM5701,Results from Topic 1,Results from Topic 1.flac
1,CHEM5701,Scope of Topic 1,Scope of Topic 1.json
2,CHEM5701,Recommendations to Topic 2,Recommendations to Topic 2.pdf
2,CHEM5701,References for Topic 2,References for Topic 2.json
2,CHEM5701,Overview on Topic 2,Overview on Topic 2.csv
2,CHEM5701,Results from Topic 2,Results from Topic 2.svg
2,CHEM5701,Results from Topic 2,Results from Topic 2.mov
3,CHEM5701,Data Collection based on Topic 3,Data Collection based on Topic 3.pdf
3,CHEM5701,Results from Topic 3,Results from Topic 3.json
3,CHEM5701,Literature Review from Topic 3,Literature Review from Topic 3.xml
3,CHEM5701,Recommendations to Topic 3,Recommendations to Topic 3.flac
3,CHEM5701,Objectives for Topic 3,Objectives for Topic 3.docx
4,CHEM5701,Objectives for Topic 4,Objectives for Topic 4.mp4
4,CHEM5701,Overview on Topic 4,Overview on Topic 4.ppt
4,CHEM5701,References on Topic 4,References on Topic 4.pptx
4,CHEM5701,Limitations on Topic 4,Limitations on Topic 4.mp4
4,CHEM5701,Recommendations to Topic 4,Recommendations to Topic 4.mp4
5,CHEM5701,Introduction to Topic 5,Introduction to Topic 5.docx
5,CHEM5701,Data Analysis in the findings of Topic 5,Data Analysis in the findings of Topic 5.mp4
5,CHEM5701,Objectives for Topic 5,Objectives for Topic 5.xls
5,CHEM5701,References for Topic 5,References for Topic 5.txt
5,CHEM5701,Experimental Setup for Topic 5,Experimental Setup for Topic 5.xls
6,CHEM5701,Overview on Topic 6,Overview on Topic 6.flac
6,CHEM5701,Data Collection based on Topic 6,Data Collection based on Topic 6.csv
6,CHEM5701,Recommendations to Topic 6,Recommendations to Topic 6.mp4
6,CHEM5701,Recommendations to Topic 6,Recommendations to Topic 6.svg
6,CHEM5701,Background Information on Topic 6,Background Information on Topic 6.pptx
1,CHEM5801,Assumptions to be made in regards to Topic 1,Assumptions to be made in regards to Topic 1.xml
1,CHEM5801,Limitations on Topic 1,Limitations on Topic 1.csv
1,CHEM5801,Literature Review from Topic 1,Literature Review from Topic 1.xls
1,CHEM5801,Conclusion on Topic 1,Conclusion on Topic 1.doc
2,CHEM5801,Research Questions to assist onTopic 2,Research Questions to assist onTopic 2.xls
2,CHEM5801,Recommendations to Topic 2,Recommendations to Topic 2.txt
2,CHEM5801,Recommendations to Topic 2,Recommendations to Topic 2.ppt
2,CHEM5801,Experimental Setup for Topic 2,Experimental Setup for Topic 2.pdf
3,CHEM5801,Conclusion on Topic 3,Conclusion on Topic 3.pptx
3,CHEM5801,Findings about Topic 3,Findings about Topic 3.json
3,CHEM5801,Conclusion on Topic 3,Conclusion on Topic 3.ppt
3,CHEM5801,Recommendations to Topic 3,Recommendations to Topic 3.doc
4,CHEM5801,Limitations on Topic 4,Limitations on Topic 4.svg
4,CHEM5801,Methodology for undertaking Topic 4,Methodology for undertaking Topic 4.ppt
4,CHEM5801,Methodology for undertaking Topic 4,Methodology for undertaking Topic 4.mp4
4,CHEM5801,Literature Review from Topic 4,Literature Review from Topic 4.docx
5,CHEM5801,Recommendations to Topic 5,Recommendations to Topic 5.jpg
5,CHEM5801,Assumptions to be made in regards to Topic 5,Assumptions to be made in regards to Topic 5.csv
5,CHEM5801,Limitations on Topic 5,Limitations on Topic 5.xls
5,CHEM5801,Methodology for undertaking Topic 5,Methodology for undertaking Topic 5.xml
1,CHEM5901,Objectives for Topic 1,Objectives for Topic 1.svg
1,CHEM5901,Data Analysis in the findings of Topic 1,Data Analysis in the findings of Topic 1.doc
1,CHEM5901,Assumptions to be made in regards to Topic 1,Assumptions to be made in regards to Topic 1.wav
1,CHEM5901,Future Directions to Topic 1,Future Directions to Topic 1.svg
2,CHEM5901,Research Questions to assist onTopic 2,Research Questions to assist onTopic 2.xls
2,CHEM5901,Recommendations to Topic 2,Recommendations to Topic 2.pptx
2,CHEM5901,Assumptions to be made in regards to Topic 2,Assumptions to be made in regards to Topic 2.mov
2,CHEM5901,Objectives for Topic 2,Objectives for Topic 2.pdf
3,CHEM5901,Conclusion on Topic 3,Conclusion on Topic 3.html
3,CHEM5901,Limitations on Topic 3,Limitations on Topic 3.html
3,CHEM5901,Recommendations to Topic 3,Recommendations to Topic 3.ppt
3,CHEM5901,Limitations on Topic 3,Limitations on Topic 3.doc
4,CHEM5901,Overview on Topic 4,Overview on Topic 4.pptx
4,CHEM5901,Scope of Topic 4,Scope of Topic 4.wav
4,CHEM5901,Background Information on Topic 4,Background Information on Topic 4.doc
4,CHEM5901,Overview on Topic 4,Overview on Topic 4.mov
5,CHEM5901,References for Topic 5,References for Topic 5.pdf
5,CHEM5901,Introduction to Topic 5,Introduction to Topic 5.docx
5,CHEM5901,Background Information on Topic 5,Background Information on Topic 5.csv
5,CHEM5901,References on Topic 5,References on Topic 5.xls
6,CHEM5901,Future Directions to Topic 6,Future Directions to Topic 6.json
6,CHEM5901,Conclusion on Topic 6,Conclusion on Topic 6.jpg
6,CHEM5901,Data Collection based on Topic 6,Data Collection based on Topic 6.mov
6,CHEM5901,Findings about Topic 6,Findings about Topic 6.jpg
7,CHEM5901,Scope of Topic 7,Scope of Topic 7.wav
7,CHEM5901,Literature Review from Topic 7,Literature Review from Topic 7.mp4
7,CHEM5901,Literature Review from Topic 7,Literature Review from Topic 7.pptx
7,CHEM5901,Overview on Topic 7,Overview on Topic 7.wav
8,CHEM5901,Objectives for Topic 8,Objectives for Topic 8.xls
8,CHEM5901,Data Analysis in the findings of Topic 8,Data Analysis in the findings of Topic 8.ppt
8,CHEM5901,References for Topic 8,References for Topic 8.flac
8,CHEM5901,References for Topic 8,References for Topic 8.mp3
1,CHEM6001,Assumptions to be made in regards to Topic 1,Assumptions to be made in regards to Topic 1.ppt
1,CHEM6001,References on Topic 1,References on Topic 1.mp3
1,CHEM6001,Research Questions to assist onTopic 1,Research Questions to assist onTopic 1.json
1,CHEM6001,Conclusion on Topic 1,Conclusion on Topic 1.pdf
2,CHEM6001,Overview on Topic 2,Overview on Topic 2.wav
2,CHEM6001,References on Topic 2,References on Topic 2.wav
2,CHEM6001,Literature Review from Topic 2,Literature Review from Topic 2.json
2,CHEM6001,Limitations on Topic 2,Limitations on Topic 2.pptx
3,CHEM6001,Limitations on Topic 3,Limitations on Topic 3.mov
3,CHEM6001,Scope of Topic 3,Scope of Topic 3.doc
3,CHEM6001,Data Analysis in the findings of Topic 3,Data Analysis in the findings of Topic 3.html
3,CHEM6001,References on Topic 3,References on Topic 3.html
4,CHEM6001,Objectives for Topic 4,Objectives for Topic 4.pdf
4,CHEM6001,Results from Topic 4,Results from Topic 4.mov
4,CHEM6001,Methodology for undertaking Topic 4,Methodology for undertaking Topic 4.xls
4,CHEM6001,References for Topic 4,References for Topic 4.mp4
5,CHEM6001,Background Information on Topic 5,Background Information on Topic 5.svg
5,CHEM6001,Findings about Topic 5,Findings about Topic 5.pdf
5,CHEM6001,Limitations on Topic 5,Limitations on Topic 5.xml
5,CHEM6001,Literature Review from Topic 5,Literature Review from Topic 5.wav
6,CHEM6001,Scope of Topic 6,Scope of Topic 6.mp4
6,CHEM6001,Assumptions to be made in regards to Topic 6,Assumptions to be made in regards to Topic 6.mov
6,CHEM6001,References for Topic 6,References for Topic 6.ppt
6,CHEM6001,Overview on Topic 6,Overview on Topic 6.mov
7,CHEM6001,Data Analysis in the findings of Topic 7,Data Analysis in the findings of Topic 7.csv
7,CHEM6001,Introduction to Topic 7,Introduction to Topic 7.html
7,CHEM6001,Future Directions to Topic 7,Future Directions to Topic 7.html
7,CHEM6001,Methodology for undertaking Topic 7,Methodology for undertaking Topic 7.ppt
1,CHEM6101,Data Analysis in the findings of Topic 1,Data Analysis in the findings of Topic 1.html
1,CHEM6101,Research Questions to assist onTopic 1,Research Questions to assist onTopic 1.html
1,CHEM6101,Methodology for undertaking Topic 1,Methodology for undertaking Topic 1.doc
2,CHEM6101,Future Directions to Topic 2,Future Directions to Topic 2.pptx
2,CHEM6101,Conclusion on Topic 2,Conclusion on Topic 2.pdf
2,CHEM6101,Assumptions to be made in regards to Topic 2,Assumptions to be made in regards to Topic 2.flac
3,CHEM6101,Methodology for undertaking Topic 3,Methodology for undertaking Topic 3.xml
3,CHEM6101,References on Topic 3,References on Topic 3.txt
3,CHEM6101,Conclusion on Topic 3,Conclusion on Topic 3.xls
4,CHEM6101,Introduction to Topic 4,Introduction to Topic 4.pdf
4,CHEM6101,Methodology for undertaking Topic 4,Methodology for undertaking Topic 4.xml
4,CHEM6101,Methodology for undertaking Topic 4,Methodology for undertaking Topic 4.ppt
5,CHEM6101,Overview on Topic 5,Overview on Topic 5.wav
5,CHEM6101,Recommendations to Topic 5,Recommendations to Topic 5.wav
5,CHEM6101,Future Directions to Topic 5,Future Directions to Topic 5.xls
6,CHEM6101,Findings about Topic 6,Findings about Topic 6.mp4
6,CHEM6101,Research Questions to assist onTopic 6,Research Questions to assist onTopic 6.ppt
6,CHEM6101,Methodology for undertaking Topic 6,Methodology for undertaking Topic 6.jpg
7,CHEM6101,Data Collection based on Topic 7,Data Collection based on Topic 7.xml
7,CHEM6101,Methodology for undertaking Topic 7,Methodology for undertaking Topic 7.txt
7,CHEM6101,Background Information on Topic 7,Background Information on Topic 7.csv
8,CHEM6101,Overview on Topic 8,Overview on Topic 8.xls
8,CHEM6101,Results from Topic 8,Results from Topic 8.mp4
8,CHEM6101,Objectives for Topic 8,Objectives for Topic 8.svg
9,CHEM6101,Findings about Topic 9,Findings about Topic 9.jpg
9,CHEM6101,Assumptions to be made in regards to Topic 9,Assumptions to be made in regards to Topic 9.pptx
9,CHEM6101,Limitations on Topic 9,Limitations on Topic 9.doc
1,CHEM6201,Experimental Setup for Topic 1,Experimental Setup for Topic 1.html
1,CHEM6201,Literature Review from Topic 1,Literature Review from Topic 1.docx
1,CHEM6201,Methodology for undertaking Topic 1,Methodology for undertaking Topic 1.jpg
1,CHEM6201,Experimental Setup for Topic 1,Experimental Setup for Topic 1.pdf
1,CHEM6201,References on Topic 1,References on Topic 1.wav
1,CHEM6201,Future Directions to Topic 1,Future Directions to Topic 1.flac
2,CHEM6201,Overview on Topic 2,Overview on Topic 2.csv
2,CHEM6201,Literature Review from Topic 2,Literature Review from Topic 2.docx
2,CHEM6201,Findings about Topic 2,Findings about Topic 2.pptx
2,CHEM6201,Background Information on Topic 2,Background Information on Topic 2.doc
2,CHEM6201,Literature Review from Topic 2,Literature Review from Topic 2.html
2,CHEM6201,Data Analysis in the findings of Topic 2,Data Analysis in the findings of Topic 2.ppt
3,CHEM6201,Introduction to Topic 3,Introduction to Topic 3.xls
3,CHEM6201,Research Questions to assist onTopic 3,Research Questions to assist onTopic 3.html
3,CHEM6201,Recommendations to Topic 3,Recommendations to Topic 3.wav
3,CHEM6201,References for Topic 3,References for Topic 3.xls
3,CHEM6201,Introduction to Topic 3,Introduction to Topic 3.docx
3,CHEM6201,Conclusion on Topic 3,Conclusion on Topic 3.ppt
4,CHEM6201,References on Topic 4,References on Topic 4.json
4,CHEM6201,Objectives for Topic 4,Objectives for Topic 4.jpg
4,CHEM6201,Experimental Setup for Topic 4,Experimental Setup for Topic 4.csv
4,CHEM6201,References on Topic 4,References on Topic 4.json
4,CHEM6201,Introduction to Topic 4,Introduction to Topic 4.mov
4,CHEM6201,Findings about Topic 4,Findings about Topic 4.mp3
5,CHEM6201,Data Collection based on Topic 5,Data Collection based on Topic 5.pptx
5,CHEM6201,Conclusion on Topic 5,Conclusion on Topic 5.pptx
5,CHEM6201,Results from Topic 5,Results from Topic 5.json
5,CHEM6201,Limitations on Topic 5,Limitations on Topic 5.txt
5,CHEM6201,References for Topic 5,References for Topic 5.doc
5,CHEM6201,Conclusion on Topic 5,Conclusion on Topic 5.svg
6,CHEM6201,Assumptions to be made in regards to Topic 6,Assumptions to be made in regards to Topic 6.docx
6,CHEM6201,Conclusion on Topic 6,Conclusion on Topic 6.html
6,CHEM6201,Background Information on Topic 6,Background Information on Topic 6.mov
6,CHEM6201,Limitations on Topic 6,Limitations on Topic 6.xml
6,CHEM6201,Data Collection based on Topic 6,Data Collection based on Topic 6.csv
6,CHEM6201,Literature Review from Topic 6,Literature Review from Topic 6.pptx
7,CHEM6201,Data Analysis in the findings of Topic 7,Data Analysis in the findings of Topic 7.xml
7,CHEM6201,Results from Topic 7,Results from Topic 7.xls
7,CHEM6201,Literature Review from Topic 7,Literature Review from Topic 7.csv
7,CHEM6201,References on Topic 7,References on Topic 7.csv
7,CHEM6201,Research Questions to assist onTopic 7,Research Questions to assist onTopic 7.svg
7,CHEM6201,References on Topic 7,References on Topic 7.mov
8,CHEM6201,Scope of Topic 8,Scope of Topic 8.jpg
8,CHEM6201,Methodology for undertaking Topic 8,Methodology for undertaking Topic 8.txt
8,CHEM6201,Findings about Topic 8,Findings about Topic 8.svg
8,CHEM6201,Results from Topic 8,Results from Topic 8.mp4
8,CHEM6201,Overview on Topic 8,Overview on Topic 8.html
8,CHEM6201,Background Information on Topic 8,Background Information on Topic 8.pptx
9,CHEM6201,Findings about Topic 9,Findings about Topic 9.txt
9,CHEM6201,Scope of Topic 9,Scope of Topic 9.doc
9,CHEM6201,Results from Topic 9,Results from Topic 9.xls
9,CHEM6201,Background Information on Topic 9,Background Information on Topic 9.pptx
9,CHEM6201,Methodology for undertaking Topic 9,Methodology for undertaking Topic 9.csv
9,CHEM6201,Data Analysis in the findings of Topic 9,Data Analysis in the findings of Topic 9.json
1,CHEM6301,Objectives for Topic 1,Objectives for Topic 1.mp4
1,CHEM6301,Data Analysis in the findings of Topic 1,Data Analysis in the findings of Topic 1.html
1,CHEM6301,Objectives for Topic 1,Objectives for Topic 1.svg
1,CHEM6301,Experimental Setup for Topic 1,Experimental Setup for Topic 1.doc
2,CHEM6301,Data Analysis in the findings of Topic 2,Data Analysis in the findings of Topic 2.jpg
2,CHEM6301,Introduction to Topic 2,Introduction to Topic 2.mp3
2,CHEM6301,Literature Review from Topic 2,Literature Review from Topic 2.ppt
2,CHEM6301,Methodology for undertaking Topic 2,Methodology for undertaking Topic 2.mp4
3,CHEM6301,Limitations on Topic 3,Limitations on Topic 3.pptx
3,CHEM6301,Background Information on Topic 3,Background Information on Topic 3.jpg
3,CHEM6301,Results from Topic 3,Results from Topic 3.json
3,CHEM6301,Scope of Topic 3,Scope of Topic 3.txt
4,CHEM6301,Limitations on Topic 4,Limitations on Topic 4.html
4,CHEM6301,Introduction to Topic 4,Introduction to Topic 4.mp4
4,CHEM6301,Data Collection based on Topic 4,Data Collection based on Topic 4.ppt
4,CHEM6301,Data Collection based on Topic 4,Data Collection based on Topic 4.mov
5,CHEM6301,Limitations on Topic 5,Limitations on Topic 5.ppt
5,CHEM6301,Introduction to Topic 5,Introduction to Topic 5.ppt
5,CHEM6301,Scope of Topic 5,Scope of Topic 5.mp4
5,CHEM6301,Overview on Topic 5,Overview on Topic 5.docx
6,CHEM6301,Conclusion on Topic 6,Conclusion on Topic 6.html
6,CHEM6301,Recommendations to Topic 6,Recommendations to Topic 6.mov
6,CHEM6301,Data Analysis in the findings of Topic 6,Data Analysis in the findings of Topic 6.json
6,CHEM6301,References for Topic 6,References for Topic 6.pptx
7,CHEM6301,References on Topic 7,References on Topic 7.docx
7,CHEM6301,Scope of Topic 7,Scope of Topic 7.xls
